Timestamp,SrcIP,DstIP,Protocol,Size,SrcPort,DstPort,Service
1777026244,192.168.176.160,8.8.156.201,UDP,614,19832,53,DNS
1777026245,192.168.237.107,8.8.74.241,TCP,931,13885,443,HTTPS
1777026246,192.168.215.3,8.8.15.172,UDP,1254,11795,53,DNS
1777026247,192.168.105.2,8.8.100.42,UDP,440,7993,53,DNS
1777026248,192.168.134.227,8.8.116.94,ICMP,973,31107,0,OTHER
1777026249,192.168.43.214,8.8.5.205,UDP,546,26483,53,DNS
1777026250,192.168.174.230,8.8.102.74,ICMP,916,27259,0,OTHER
1777026251,192.168.247.183,8.8.40.16,TCP,1450,26317,443,HTTPS
1777026252,192.168.27.1,8.8.97.220,ICMP,1285,22354,0,OTHER
1777026253,192.168.170.240,8.8.145.18,TCP,1050,24754,80,HTTP
1777026254,192.168.108.190,8.8.99.88,TCP,521,10454,443,HTTPS
1777026255,192.168.38.51,8.8.222.6,TCP,1177,13520,443,HTTPS
1777026256,192.168.247.125,8.8.121.46,UDP,1023,855,53,DNS
1777026257,192.168.142.205,8.8.67.82,ICMP,102,19362,0,OTHER
1777026258,192.168.253.187,8.8.97.51,TCP,1459,27026,443,HTTPS
1777026259,192.168.14.182,8.8.147.56,UDP,601,6953,67,DHCP
1777026260,192.168.175.81,8.8.56.252,TCP,1293,19044,443,HTTPS
1777026261,192.168.157.80,8.8.236.80,TCP,119,14338,443,HTTPS
1777026262,192.168.59.220,8.8.47.135,ICMP,495,18193,0,OTHER
1777026263,192.168.84.2,8.8.151.77,TCP,1151,15233,21,FTP
1777026264,192.168.78.85,8.8.169.202,UDP,867,11862,53,DNS
1777026265,192.168.147.42,8.8.173.215,ICMP,1243,21581,0,OTHER
1777026266,192.168.251.0,8.8.125.98,ICMP,802,32036,0,OTHER
1777026267,192.168.197.121,8.8.148.143,ICMP,146,15784,0,OTHER
1777026268,192.168.150.90,8.8.127.97,TCP,1087,10329,443,HTTPS
1777026269,192.168.227.17,8.8.102.16,TCP,669,11873,21,FTP
1777026270,192.168.158.6,8.8.52.211,ICMP,939,18409,0,OTHER
1777026271,192.168.61.178,8.8.9.46,UDP,870,29258,67,DHCP
1777026272,192.168.54.113,8.8.230.99,TCP,559,5773,443,HTTPS
1777026273,192.168.3.120,8.8.135.30,TCP,1150,11932,80,HTTP
1777026274,192.168.196.206,8.8.34.223,TCP,1393,2741,80,HTTP
1777026275,192.168.8.6,8.8.83.63,UDP,1463,10811,53,DNS
1777026276,192.168.138.206,8.8.159.89,ICMP,195,13873,0,OTHER
1777026277,192.168.4.178,8.8.137.167,TCP,84,26993,21,FTP
1777026278,192.168.191.86,8.8.9.125,UDP,1178,24204,53,DNS
1777026279,192.168.176.132,8.8.37.128,UDP,97,13114,67,DHCP
1777026280,192.168.1.145,8.8.222.72,UDP,716,21706,53,DNS
1777026281,192.168.249.124,8.8.2.43,ICMP,302,30333,0,OTHER
1777026282,192.168.213.141,8.8.231.47,TCP,1109,10550,80,HTTP
1777026283,192.168.150.19,8.8.1.202,TCP,67,7240,443,HTTPS
1777026284,192.168.27.98,8.8.57.74,UDP,480,16346,67,DHCP
1777026285,192.168.10.61,8.8.196.103,UDP,551,31250,67,DHCP
1777026286,192.168.138.110,8.8.84.185,TCP,929,32664,21,FTP
1777026287,192.168.108.123,8.8.47.60,ICMP,243,18969,0,OTHER
1777026288,192.168.31.37,8.8.35.14,UDP,380,24290,53,DNS
1777026289,192.168.32.191,8.8.117.219,UDP,933,24198,53,DNS
1777026290,192.168.156.251,8.8.58.224,UDP,823,25970,53,DNS
1777026291,192.168.59.212,8.8.253.243,TCP,1263,13033,80,HTTP
1777026292,192.168.26.51,8.8.140.31,TCP,1244,7936,443,HTTPS
1777026293,192.168.243.178,8.8.120.85,ICMP,951,21279,0,OTHER
1777026294,192.168.175.244,8.8.214.164,TCP,1217,6093,80,HTTP
1777026295,192.168.87.154,8.8.84.5,TCP,489,10633,80,HTTP
1777026297,192.168.34.126,8.8.151.114,UDP,796,9096,53,DNS
1777026298,192.168.199.214,8.8.125.51,TCP,791,29026,21,FTP
1777026299,192.168.144.89,8.8.129.52,TCP,965,20497,80,HTTP
1777026300,192.168.116.235,8.8.238.172,ICMP,490,28790,0,OTHER
1777026301,192.168.19.114,8.8.230.104,TCP,1442,2553,443,HTTPS
1777026302,192.168.244.58,8.8.53.158,TCP,1399,16718,21,FTP
1777026303,192.168.145.163,8.8.159.141,TCP,241,6789,21,FTP
1777026304,192.168.21.153,8.8.71.241,TCP,899,17743,80,HTTP
1777026305,192.168.59.99,8.8.110.98,ICMP,945,1680,0,OTHER
1777026306,192.168.208.3,8.8.204.39,TCP,1110,2716,443,HTTPS
1777026307,192.168.24.157,8.8.139.136,UDP,1074,10820,53,DNS
1777026308,192.168.91.90,8.8.52.215,TCP,245,20035,443,HTTPS
1777026309,192.168.88.195,8.8.144.84,UDP,302,2697,67,DHCP
1777026310,192.168.251.128,8.8.29.136,UDP,654,22985,67,DHCP
1777026311,192.168.173.134,8.8.171.230,ICMP,847,31737,0,OTHER
1777026312,192.168.61.246,8.8.153.72,UDP,1213,8451,67,DHCP
1777026313,192.168.234.69,8.8.219.8,TCP,649,14965,443,HTTPS
1777026314,192.168.187.6,8.8.59.187,TCP,1037,32638,80,HTTP
1777026315,192.168.17.245,8.8.107.114,UDP,934,21747,53,DNS
1777026316,192.168.79.237,8.8.62.73,UDP,143,13753,53,DNS
1777026317,192.168.161.72,8.8.87.11,ICMP,1190,29517,0,OTHER
1777026318,192.168.88.132,8.8.78.61,ICMP,1064,17942,0,OTHER
1777026319,192.168.153.220,8.8.107.195,TCP,871,11620,443,HTTPS
1777026320,192.168.2.249,8.8.91.193,TCP,479,17256,443,HTTPS
1777026321,192.168.179.151,8.8.184.89,TCP,1422,15525,21,FTP
1777026322,192.168.7.205,8.8.55.16,TCP,1029,2696,80,HTTP
1777026323,192.168.172.180,8.8.64.118,UDP,962,6260,67,DHCP
1777026324,192.168.220.207,8.8.144.26,UDP,316,22590,67,DHCP
1777026325,192.168.83.159,8.8.78.17,ICMP,605,7857,0,OTHER
1777026326,192.168.176.242,8.8.188.86,TCP,943,8544,443,HTTPS
1777026327,192.168.253.218,8.8.173.121,ICMP,156,6942,0,OTHER
1777026328,192.168.187.137,8.8.144.117,ICMP,1231,11321,0,OTHER
1777026329,192.168.88.144,8.8.41.34,TCP,687,32389,443,HTTPS
1777026330,192.168.93.6,8.8.21.29,UDP,1261,10452,67,DHCP
1777026331,192.168.70.5,8.8.153.8,ICMP,807,16433,0,OTHER
1777026332,192.168.0.105,8.8.63.56,TCP,1331,943,80,HTTP
1777026333,192.168.86.42,8.8.196.105,ICMP,490,27397,0,OTHER
1777026334,192.168.116.177,8.8.46.136,TCP,454,32120,80,HTTP
1777026335,192.168.166.178,8.8.25.1,TCP,1289,7952,443,HTTPS
1777026336,192.168.142.200,8.8.152.8,UDP,975,25191,53,DNS
1777026337,192.168.107.96,8.8.79.206,UDP,1347,5016,53,DNS
1777026338,192.168.44.4,8.8.16.188,ICMP,198,19714,0,OTHER
1777026339,192.168.103.203,8.8.63.38,ICMP,1257,15535,0,OTHER
1777026340,192.168.128.124,8.8.178.158,UDP,362,24501,53,DNS
1777026341,192.168.45.40,8.8.114.101,UDP,167,24082,53,DNS
1777026342,192.168.87.191,8.8.224.118,UDP,752,23748,53,DNS
1777026343,192.168.51.22,8.8.62.8,ICMP,383,15823,0,OTHER
1777026344,192.168.72.217,8.8.110.202,UDP,480,11009,67,DHCP
1777026345,192.168.15.238,8.8.221.104,UDP,276,25381,53,DNS
1777026346,192.168.210.125,8.8.225.91,ICMP,571,4068,0,OTHER
1777026347,192.168.174.181,8.8.203.215,UDP,179,28407,67,DHCP
1777026348,192.168.119.60,8.8.242.161,UDP,734,28464,67,DHCP
1777026349,192.168.214.150,8.8.203.120,UDP,1333,11220,67,DHCP
1777026350,192.168.117.82,8.8.188.121,TCP,980,8832,21,FTP
1777026351,192.168.253.135,8.8.115.132,ICMP,755,597,0,OTHER
1777026352,192.168.53.54,8.8.66.161,TCP,1214,10822,443,HTTPS
1777026353,192.168.21.215,8.8.9.184,ICMP,1450,1436,0,OTHER
1777026354,192.168.185.169,8.8.142.155,UDP,551,5266,67,DHCP
1777026355,192.168.250.21,8.8.246.124,TCP,593,14625,443,HTTPS
1777026356,192.168.171.199,8.8.146.78,UDP,150,1062,67,DHCP
1777026357,192.168.171.26,8.8.49.56,UDP,74,22139,67,DHCP
1777026359,192.168.191.200,8.8.96.248,UDP,1067,20705,67,DHCP
1777026360,192.168.63.58,8.8.252.103,UDP,772,1660,67,DHCP
1777026361,192.168.212.20,8.8.249.21,ICMP,90,16210,0,OTHER
1777026362,192.168.99.120,8.8.223.6,TCP,889,28474,21,FTP
1777026363,192.168.16.171,8.8.47.79,TCP,1030,25279,443,HTTPS
1777026364,192.168.102.126,8.8.149.104,ICMP,784,29394,0,OTHER
1777026365,192.168.45.48,8.8.31.114,TCP,282,30529,21,FTP
1777026366,192.168.144.155,8.8.94.86,TCP,605,12755,443,HTTPS
1777026367,192.168.201.154,8.8.82.146,TCP,283,13312,80,HTTP
1777026368,192.168.37.176,8.8.179.66,UDP,386,1686,53,DNS
1777026369,192.168.53.79,8.8.106.118,TCP,1386,1322,80,HTTP
1777026370,192.168.224.166,8.8.99.24,TCP,371,15504,443,HTTPS
1777026371,192.168.183.9,8.8.165.101,TCP,821,22884,80,HTTP
1777026372,192.168.158.219,8.8.193.238,UDP,990,9861,67,DHCP
1777026373,192.168.157.181,8.8.183.193,ICMP,1277,7060,0,OTHER
1777026374,192.168.54.244,8.8.101.242,ICMP,1334,27413,0,OTHER
1777026375,192.168.225.137,8.8.81.145,ICMP,1230,17671,0,OTHER
1777026376,192.168.149.35,8.8.95.217,ICMP,1017,14430,0,OTHER
1777026377,192.168.181.189,8.8.104.12,UDP,1161,2194,67,DHCP
1777026378,192.168.40.151,8.8.207.52,ICMP,1348,4736,0,OTHER
1777026379,192.168.79.245,8.8.20.195,UDP,85,9291,67,DHCP
1777026380,192.168.176.107,8.8.93.252,TCP,557,14628,21,FTP
1777026381,192.168.16.23,8.8.215.180,TCP,654,16882,443,HTTPS
1777026382,192.168.194.254,8.8.240.151,UDP,82,16560,53,DNS
1777026383,192.168.12.38,8.8.8.154,UDP,1139,31529,67,DHCP
1777026384,192.168.92.98,8.8.194.6,ICMP,515,4992,0,OTHER
1777026385,192.168.242.177,8.8.43.25,TCP,1244,22374,80,HTTP
1777026386,192.168.159.102,8.8.16.58,ICMP,483,21863,0,OTHER
1777026387,192.168.179.124,8.8.166.70,TCP,405,5307,21,FTP
1777026388,192.168.172.153,8.8.61.19,UDP,881,12589,53,DNS
1777026389,192.168.9.207,8.8.142.236,UDP,118,15745,53,DNS
1777026390,192.168.159.136,8.8.251.45,UDP,1007,25741,67,DHCP
1777026391,192.168.193.69,8.8.228.203,UDP,724,18270,53,DNS
1777026392,192.168.115.63,8.8.25.177,UDP,542,29108,53,DNS
1777026393,192.168.181.202,8.8.73.111,TCP,750,7812,443,HTTPS
1777026394,192.168.146.225,8.8.52.83,ICMP,610,19573,0,OTHER
1777026395,192.168.12.133,8.8.84.158,ICMP,132,12574,0,OTHER
1777026396,192.168.236.3,8.8.232.43,UDP,824,30568,53,DNS
1777026397,192.168.130.226,8.8.118.214,UDP,844,30507,53,DNS
1777026398,192.168.94.183,8.8.45.150,TCP,369,25441,21,FTP
1777026399,192.168.54.161,8.8.173.124,TCP,1006,13083,21,FTP
1777026400,192.168.135.68,8.8.189.87,UDP,596,7042,67,DHCP
1777026401,192.168.202.138,8.8.17.146,UDP,978,20560,67,DHCP
1777026402,192.168.187.51,8.8.245.182,ICMP,753,5204,0,OTHER
1777026403,192.168.220.62,8.8.41.141,TCP,1103,14120,443,HTTPS
1777026404,192.168.106.57,8.8.17.8,UDP,501,6083,53,DNS
1777026405,192.168.215.123,8.8.112.64,UDP,453,12523,53,DNS
1777026406,192.168.232.34,8.8.105.55,TCP,778,5654,80,HTTP
1777026407,192.168.80.38,8.8.65.233,TCP,542,1245,21,FTP
1777026408,192.168.170.16,8.8.121.237,TCP,1334,16255,443,HTTPS
1777026409,192.168.51.53,8.8.42.188,ICMP,296,30557,0,OTHER
1777026410,192.168.126.103,8.8.147.142,UDP,956,15484,53,DNS
1777026411,192.168.252.69,8.8.73.89,ICMP,1244,3552,0,OTHER
1777026412,192.168.69.57,8.8.21.52,ICMP,87,28223,0,OTHER
1777026413,192.168.12.239,8.8.231.191,UDP,338,16327,67,DHCP
1777026414,192.168.169.87,8.8.158.120,ICMP,476,7013,0,OTHER
1777026415,192.168.233.144,8.8.207.245,ICMP,1193,11698,0,OTHER
1777026416,192.168.74.125,8.8.231.2,ICMP,970,28120,0,OTHER
1777026417,192.168.93.85,8.8.76.4,ICMP,959,14566,0,OTHER
1777026418,192.168.115.157,8.8.201.189,TCP,1284,22881,80,HTTP
1777026420,192.168.22.7,8.8.166.86,TCP,1156,28822,21,FTP
1777026421,192.168.85.126,8.8.33.151,TCP,1054,3639,21,FTP
1777026422,192.168.89.46,8.8.131.14,UDP,869,18939,67,DHCP
1777026423,192.168.214.2,8.8.163.175,UDP,206,25645,53,DNS
1777026424,192.168.19.251,8.8.1.215,UDP,748,5675,67,DHCP
1777026425,192.168.88.29,8.8.140.242,ICMP,1340,13034,0,OTHER
1777026426,192.168.107.135,8.8.160.0,ICMP,629,1293,0,OTHER
1777026427,192.168.175.195,8.8.185.208,TCP,434,11913,443,HTTPS
1777026428,192.168.131.103,8.8.49.185,ICMP,1108,8920,0,OTHER
1777026429,192.168.200.169,8.8.113.184,UDP,762,25507,67,DHCP
1777026545,192.168.43.163,8.8.79.217,ICMP,175,24082,0,OTHER
1777026546,192.168.244.247,8.8.215.41,UDP,1164,24905,53,DNS
1777026547,192.168.47.28,8.8.130.75,ICMP,1295,29206,0,OTHER
1777026548,192.168.38.50,8.8.34.131,UDP,876,30600,67,DHCP
1777026549,192.168.224.168,8.8.196.205,UDP,105,2389,53,DNS
1777026550,192.168.1.78,8.8.74.4,ICMP,466,17914,0,OTHER
1777026551,192.168.73.230,8.8.180.26,UDP,1262,28182,67,DHCP
1777026552,192.168.191.64,8.8.149.47,TCP,742,16131,443,HTTPS
1777026553,192.168.96.150,8.8.183.133,ICMP,1107,16409,0,OTHER
1777026554,192.168.179.56,8.8.201.95,TCP,139,15873,21,FTP
1777026555,192.168.154.212,8.8.10.237,ICMP,1011,5318,0,OTHER
1777026556,192.168.135.208,8.8.192.214,ICMP,1266,20062,0,OTHER
1777026557,192.168.23.232,8.8.217.95,ICMP,568,24714,0,OTHER
1777026558,192.168.36.58,8.8.202.150,ICMP,966,25479,0,OTHER
1777026559,192.168.0.82,8.8.104.163,ICMP,1163,18957,0,OTHER
1777026560,192.168.189.196,8.8.25.162,ICMP,1156,21810,0,OTHER
1777026561,192.168.46.88,8.8.254.78,UDP,380,25219,53,DNS
1777026562,192.168.145.99,8.8.62.183,UDP,1112,12566,53,DNS
1777026563,192.168.120.170,8.8.52.243,TCP,1377,16216,21,FTP
1777026564,192.168.36.193,8.8.248.221,TCP,1309,17664,80,HTTP
1777026565,192.168.92.229,8.8.253.15,TCP,1389,17802,80,HTTP
1777026566,192.168.21.121,8.8.249.98,UDP,1191,3762,53,DNS
1777026567,192.168.0.47,8.8.142.108,ICMP,243,18173,0,OTHER
1777026568,192.168.48.147,8.8.200.237,TCP,1082,31120,80,HTTP
1777026569,192.168.156.11,8.8.127.47,TCP,870,17898,443,HTTPS
1777026570,192.168.94.116,8.8.157.181,TCP,1063,2239,443,HTTPS
1777026571,192.168.219.140,8.8.49.94,ICMP,983,17759,0,OTHER
1777026573,192.168.20.234,8.8.35.91,ICMP,857,20652,0,OTHER
1777026574,192.168.197.235,8.8.83.12,ICMP,279,24847,0,OTHER
1777026575,192.168.227.28,8.8.108.187,TCP,886,30336,21,FTP
1777026576,192.168.200.191,8.8.236.61,UDP,804,15893,67,DHCP
1777026577,192.168.237.232,8.8.95.154,UDP,214,6259,53,DNS
1777026578,192.168.227.90,8.8.246.50,ICMP,741,12691,0,OTHER
1777026579,192.168.80.207,8.8.156.27,ICMP,538,4669,0,OTHER
1777026580,192.168.235.108,8.8.28.205,ICMP,701,21684,0,OTHER
1777026581,192.168.163.227,8.8.25.207,TCP,320,17550,80,HTTP
1777026582,192.168.46.87,8.8.136.91,UDP,1312,15566,67,DHCP
1777026583,192.168.231.244,8.8.76.146,TCP,1202,11633,21,FTP
1777026584,192.168.217.164,8.8.112.42,TCP,779,9981,443,HTTPS
1777026585,192.168.204.124,8.8.113.157,TCP,920,1960,443,HTTPS
1777026586,192.168.244.139,8.8.152.61,UDP,1454,8159,67,DHCP
1777026587,192.168.110.15,8.8.144.35,ICMP,343,9923,0,OTHER
1777026588,192.168.60.53,8.8.249.15,UDP,375,4471,53,DNS
1777026589,192.168.189.39,8.8.61.171,TCP,842,6178,80,HTTP
1777026590,192.168.118.182,8.8.64.15,TCP,327,16130,21,FTP
1777026591,192.168.121.93,8.8.179.230,UDP,520,8689,53,DNS
1777026592,192.168.22.53,8.8.117.131,UDP,1330,17167,53,DNS
1777026593,192.168.207.114,8.8.212.231,TCP,1454,6462,443,HTTPS
1777026594,192.168.165.126,8.8.151.117,UDP,282,11940,67,DHCP
1777026595,192.168.40.21,8.8.94.31,TCP,1321,20269,443,HTTPS
1777026596,192.168.105.121,8.8.202.51,TCP,759,18183,80,HTTP
1777026597,192.168.180.4,8.8.174.46,ICMP,963,12580,0,OTHER
1777026598,192.168.97.18,8.8.247.237,ICMP,357,21557,0,OTHER
1777026599,192.168.201.224,8.8.224.202,TCP,941,15524,80,HTTP
1777026600,192.168.136.1,8.8.65.222,TCP,499,13250,80,HTTP
1777026601,192.168.178.26,8.8.167.177,UDP,1281,7998,67,DHCP
1777026602,192.168.225.122,8.8.82.205,ICMP,1043,14482,0,OTHER
1777026603,192.168.35.228,8.8.62.71,ICMP,987,209,0,OTHER
1777026604,192.168.168.179,8.8.147.48,TCP,537,23373,443,HTTPS
1777026605,192.168.22.118,8.8.75.75,ICMP,607,1218,0,OTHER
1777026606,192.168.54.35,8.8.41.210,ICMP,808,10170,0,OTHER
1777026607,192.168.95.241,8.8.246.171,UDP,465,26104,53,DNS
1777026608,192.168.146.100,8.8.127.141,UDP,1075,20763,53,DNS
1777026609,192.168.53.76,8.8.72.107,ICMP,1452,4322,0,OTHER
1777026610,192.168.83.235,8.8.186.63,ICMP,1350,6387,0,OTHER
1777026611,192.168.126.166,8.8.20.155,TCP,819,20301,443,HTTPS
1777026612,192.168.42.243,8.8.168.229,TCP,1397,8544,443,HTTPS
1777026824,192.168.9.93,8.8.144.13,UDP,1266,8232,67,DHCP
1777026825,192.168.38.164,8.8.177.211,ICMP,1026,31943,0,OTHER
1777026826,192.168.168.45,8.8.246.57,UDP,748,7554,67,DHCP
1777026827,192.168.147.89,8.8.246.241,UDP,831,10489,53,DNS
1777026828,192.168.67.223,8.8.142.119,UDP,760,30138,67,DHCP
1777026829,192.168.112.134,8.8.116.1,TCP,1187,17706,21,FTP
1777026830,192.168.122.50,8.8.16.170,ICMP,889,13711,0,OTHER
1777026831,192.168.57.89,8.8.7.37,TCP,166,31336,443,HTTPS
1777026832,192.168.132.66,8.8.86.87,UDP,547,11714,67,DHCP
1777026833,192.168.251.75,8.8.99.231,ICMP,382,20524,0,OTHER
1777026834,192.168.229.159,8.8.86.85,UDP,444,12911,67,DHCP
1777026835,192.168.78.180,8.8.66.120,ICMP,1180,27661,0,OTHER
1777026836,192.168.53.213,8.8.102.89,UDP,1439,28965,53,DNS
1777026837,192.168.27.38,8.8.201.8,ICMP,1135,4469,0,OTHER
1777026838,192.168.239.66,8.8.89.12,UDP,107,28564,53,DNS
1777026839,192.168.180.236,8.8.117.239,TCP,130,14313,21,FTP
1777026840,192.168.241.16,8.8.173.252,ICMP,165,2336,0,OTHER
1777026841,192.168.102.2,8.8.121.8,UDP,1284,27631,53,DNS
1777026842,192.168.57.89,8.8.196.29,UDP,1339,18053,53,DNS
1777026843,192.168.80.69,8.8.87.173,UDP,872,8394,53,DNS
1777026844,192.168.132.32,8.8.74.182,ICMP,1328,7575,0,OTHER
1777026845,192.168.130.23,8.8.93.33,ICMP,1094,2940,0,OTHER
1777026846,192.168.227.165,8.8.229.137,UDP,960,7641,53,DNS
1777026847,192.168.218.20,8.8.131.228,TCP,1392,23700,21,FTP
1777026848,192.168.135.2,8.8.235.209,UDP,541,11488,53,DNS
1777026849,192.168.151.32,8.8.216.64,ICMP,823,8144,0,OTHER
1777026850,192.168.59.152,8.8.76.116,ICMP,167,13580,0,OTHER
1777026851,192.168.220.223,8.8.42.103,TCP,1450,9820,443,HTTPS
1777026852,192.168.248.190,8.8.238.254,TCP,186,31539,443,HTTPS
1777026853,192.168.169.228,8.8.47.102,TCP,633,29056,21,FTP
1777026854,192.168.119.163,8.8.120.140,TCP,543,9175,443,HTTPS
1777026855,192.168.175.38,8.8.219.167,TCP,1030,21633,80,HTTP
1777026856,192.168.200.247,8.8.9.124,UDP,1318,20985,53,DNS
1777026857,192.168.218.224,8.8.250.126,TCP,1442,11120,21,FTP
1777026858,192.168.38.10,8.8.46.55,TCP,112,13641,443,HTTPS
1777026859,192.168.40.121,8.8.110.10,TCP,541,23966,80,HTTP
1777026860,192.168.192.86,8.8.45.187,TCP,1175,20665,443,HTTPS
1777026861,192.168.112.7,8.8.116.79,UDP,666,28060,67,DHCP
1777026862,192.168.146.148,8.8.214.177,UDP,1036,2682,67,DHCP
1777026863,192.168.64.102,8.8.3.58,UDP,977,2363,53,DNS
1777026864,192.168.47.202,8.8.86.245,UDP,1263,15356,67,DHCP
1777026865,192.168.38.203,8.8.14.61,TCP,722,6540,443,HTTPS
1777026866,192.168.141.92,8.8.0.44,UDP,1097,16881,67,DHCP
1777026867,192.168.252.205,8.8.223.85,TCP,840,21217,443,HTTPS
1777026868,192.168.99.153,8.8.34.210,UDP,108,3145,67,DHCP
1777026869,192.168.64.249,8.8.224.161,UDP,178,17609,67,DHCP
1777026871,192.168.106.208,8.8.88.76,TCP,97,11830,80,HTTP
1777026872,192.168.223.226,8.8.111.237,UDP,995,27158,67,DHCP
1777026873,192.168.180.92,8.8.85.243,UDP,487,28200,53,DNS
1777026874,192.168.174.209,8.8.198.6,ICMP,1130,14554,0,OTHER
1777026875,192.168.116.39,8.8.254.180,ICMP,885,23381,0,OTHER
1777026876,192.168.151.86,8.8.44.50,ICMP,75,5994,0,OTHER
1777026877,192.168.99.229,8.8.254.36,TCP,1129,5290,443,HTTPS
1777026878,192.168.10.221,8.8.38.186,ICMP,426,12962,0,OTHER
1777026879,192.168.36.21,8.8.14.190,UDP,280,21274,53,DNS
1777026880,192.168.151.199,8.8.230.150,TCP,358,4931,443,HTTPS
1777026881,192.168.39.30,8.8.201.217,UDP,818,28593,53,DNS
1777026882,192.168.232.60,8.8.60.190,TCP,813,14473,21,FTP
1777026883,192.168.72.58,8.8.159.61,ICMP,1036,25319,0,OTHER
1777026884,192.168.11.205,8.8.227.57,ICMP,194,10655,0,OTHER
1777026885,192.168.11.163,8.8.23.120,TCP,1315,416,80,HTTP
1777026886,192.168.12.112,8.8.188.208,UDP,1119,15870,67,DHCP
1777026887,192.168.48.4,8.8.159.46,UDP,113,7152,67,DHCP
1777026888,192.168.221.7,8.8.195.51,UDP,161,23081,53,DNS
1777026889,192.168.243.219,8.8.17.214,ICMP,915,19637,0,OTHER
1777026890,192.168.90.212,8.8.197.230,ICMP,686,24651,0,OTHER
1777026891,192.168.218.149,8.8.113.184,UDP,1135,15369,67,DHCP
1777026892,192.168.246.80,8.8.242.234,TCP,904,25661,443,HTTPS
1777026893,192.168.125.46,8.8.103.83,ICMP,872,8496,0,OTHER
1777026894,192.168.238.219,8.8.77.199,ICMP,1019,15282,0,OTHER
1777026895,192.168.95.63,8.8.39.39,UDP,101,12446,67,DHCP
1777026896,192.168.178.55,8.8.198.142,ICMP,586,16854,0,OTHER
1777026897,192.168.177.150,8.8.106.64,ICMP,1295,2504,0,OTHER
1777026898,192.168.177.171,8.8.150.35,TCP,279,1346,80,HTTP
1777026899,192.168.67.71,8.8.131.252,ICMP,540,23757,0,OTHER
1777026900,192.168.208.189,8.8.112.142,UDP,281,7293,67,DHCP
1777026901,192.168.159.167,8.8.65.164,TCP,954,13219,80,HTTP
1777026902,192.168.245.165,8.8.47.225,TCP,971,29240,21,FTP
1777026903,192.168.4.104,8.8.79.122,UDP,1267,10324,53,DNS
1777026904,192.168.36.21,8.8.86.244,TCP,863,277,21,FTP
1777026905,192.168.69.125,8.8.115.236,ICMP,1168,18714,0,OTHER
1777026906,192.168.140.60,8.8.22.15,UDP,188,20900,53,DNS
1777026907,192.168.21.33,8.8.7.23,ICMP,730,4226,0,OTHER
1777026908,192.168.130.134,8.8.207.211,ICMP,762,9693,0,OTHER
1777026909,192.168.245.17,8.8.31.182,UDP,307,655,53,DNS
1777026910,192.168.97.123,8.8.40.117,ICMP,1295,3073,0,OTHER
1777026911,192.168.202.149,8.8.25.226,ICMP,783,554,0,OTHER
1777026912,192.168.204.120,8.8.201.89,TCP,685,4297,21,FTP
1777026913,192.168.75.133,8.8.138.191,UDP,234,30064,53,DNS
1777026914,192.168.150.35,8.8.207.11,TCP,528,1260,21,FTP
1777026915,192.168.55.69,8.8.43.217,ICMP,175,7169,0,OTHER
1777026916,192.168.85.90,8.8.231.2,TCP,689,9400,80,HTTP
1777026917,192.168.199.42,8.8.6.41,UDP,240,28835,53,DNS
1777026918,192.168.225.117,8.8.196.28,UDP,751,13021,67,DHCP
1777026919,192.168.165.198,8.8.31.110,UDP,616,19166,53,DNS
1777026920,192.168.184.162,8.8.235.155,UDP,1383,10437,67,DHCP
1777026921,192.168.199.173,8.8.183.36,ICMP,265,14290,0,OTHER
1777026922,192.168.245.29,8.8.182.113,TCP,800,28673,80,HTTP
1777026923,192.168.121.137,8.8.7.217,ICMP,411,9379,0,OTHER
1777026924,192.168.128.65,8.8.237.68,ICMP,1454,18859,0,OTHER
1777026925,192.168.28.167,8.8.212.187,ICMP,877,11847,0,OTHER
1777026926,192.168.207.103,8.8.167.114,TCP,275,10993,21,FTP
1777026927,192.168.2.198,8.8.200.205,ICMP,875,27145,0,OTHER
1777026928,192.168.3.208,8.8.133.77,ICMP,889,31543,0,OTHER
1777026930,192.168.228.72,8.8.199.212,TCP,416,17159,443,HTTPS
1777026931,192.168.187.93,8.8.238.41,TCP,537,16366,21,FTP
1777026932,192.168.211.67,8.8.224.49,UDP,1044,18386,67,DHCP
1777026933,192.168.254.175,8.8.83.21,UDP,505,299,67,DHCP
1777026934,192.168.191.151,8.8.46.111,ICMP,94,22066,0,OTHER
1777026935,192.168.104.70,8.8.147.217,UDP,1202,29036,67,DHCP
1777026936,192.168.123.150,8.8.46.119,UDP,546,21006,67,DHCP
1777026937,192.168.52.81,8.8.94.195,UDP,739,10992,67,DHCP
1777026938,192.168.95.168,8.8.54.159,TCP,920,3960,21,FTP
1777026939,192.168.2.95,8.8.177.15,ICMP,121,14753,0,OTHER
1777026940,192.168.2.86,8.8.163.86,TCP,421,27694,443,HTTPS
1777026941,192.168.120.213,8.8.40.160,UDP,422,11165,53,DNS
1777026942,192.168.144.73,8.8.83.148,UDP,867,29642,53,DNS
1777026943,192.168.87.216,8.8.69.4,TCP,1298,27590,80,HTTP
1777026944,192.168.244.42,8.8.239.15,ICMP,138,25159,0,OTHER
1777026945,192.168.18.63,8.8.84.116,ICMP,894,10162,0,OTHER
1777026946,192.168.135.253,8.8.20.67,TCP,1385,4161,443,HTTPS
1777026947,192.168.36.76,8.8.201.165,TCP,569,15030,80,HTTP
